,klant,eigenaar,product_soort,locatie,kwaliteit,klantaanduiding,batch_nummer,batch_volg_nummer,kl_lengte,klant_breedte,klant_dikte,lm_lengte_,lm_breedte,lm_dikte,administratief_gewicht,aantal_stuks,totaal_gealloceerd,coil_nummer_leverancier,klantreferentie,attest_nummer,eerste_charge_nummer,verkoop_order_nummer,omschrijving,binnendiam_coil,buitendiam_coil,binnenbreedte_coil,buitenbreedte_coil,tekst,aanvoerdatum,laatste_transactie,werkbonnummer,bewerking,STATUS,lijst_van_bewerk,werkbonnummer2,bewerking3,STATUS4,lijst_van_bewerk5,laadlijstnummer,geolied,gebeitst,bezoomd,materiaal_status,afroep_referentie,leverdatum,afleveradres,verpakking,Gestempeld,a_nummer,gekoppeld_aan_afroep,bewerking_referentie,coilnummer_leverancier
3754,Joseph Mendez,Carolyn Jones,COILS,MGZN,OV22,ov DD11,J7485,0.0,0.0,1410.0,10,0.0,1425.0,"9,99",16360,1,,1873114,942398,57,934356,15821293,99868,740.0,1570.0,1425.0,1425.0,4,2020-05-11,2020-05-15,5955150,,,,401804,,,,9,0.0,0.0,0.0,X,,,"478 Miller Vista
East Josephbury, VT 13231",onbekend,,418,,871615,7561255
3755,Robert Rodriguez,Clayton Blake,COILS,MGZN,OV22,ov DD11,J7486,0.0,0.0,1410.0,10,0.0,1510.0,"10,08",16340,1,,1873113,727,7541138,2,7207331,34867,750.0,1570.0,1510.0,1510.0,74432041,2020-05-11,2020-05-15,62013695,,,,957,,,,459133697,0.0,0.0,0.0,X,,,"427 Thomas Way Apt. 046
Aprilton, AL 40026",onbekend,,5124,,697,87
3756,Nina Christensen,Derek Lester,PLAAT,LB08,OV22,DD11/S235JR,J7493,11.0,1910.0,1650.0,"5,8",1910.0,1650.0,"5,8","2485,79",17,,1385013,1,633903,5,2697,11592,745.0,1960.0,1670.0,1670.0,357,2020-05-27,2020-05-27,5411,,,,652,DECOILEN,3,DE,3226977,0.0,0.0,1.0,,,,"6955 Patricia Plaza
Ochoashire, OH 48438",PACKA,1.0,311,,6,678973
3757,Michael Hill,Martin Hall,PLAAT,LB08,OV22,DD11/S235JR,J7493,12.0,1910.0,1650.0,"5,8",1910.0,1650.0,"5,8","1900,9",13,,1385013,779001273,58482,5713,9,68554,745.0,1960.0,1670.0,1670.0,2,2020-05-27,2020-05-27,925,,,,22613,DECOILEN,3,DE,29330,0.0,0.0,1.0,,,,"359 Levy Falls
Wolfeville, ND 03723",PACKA,1.0,15,,2415,6
3758,Mary Freeman,Misty Smith,PLAAT,LB08,OV22,DD11/S235JR,J7493,13.0,1910.0,1650.0,"5,8",1910.0,1650.0,"5,8","1900,9",13,,1385013,46401469,12,1717118,2081350,493280,745.0,1960.0,1670.0,1670.0,9734006,2020-05-27,2020-05-27,196720936,,,,85528778,DECOILEN,3,DE,4164748,0.0,0.0,1.0,,,,"754 Shari Place
East Kathybury, VT 50704",PACKA,1.0,437410551,,7366713,41
3759,Daniel Anderson,James Cohen,PLAAT,LB08,OV22,DD11/S235JR,J7493,14.0,1910.0,1650.0,"5,8",1910.0,1650.0,"5,8","1023,59",7,,1385013,920580723,5968731,186826084,59597,9,745.0,1960.0,1670.0,1670.0,380522,2020-05-27,2020-05-27,15390679,,,,3599906,DECOILEN,3,DE,7,0.0,0.0,1.0,,,,"346 Paul Common Apt. 365
Brownside, KY 65409",PACKA,1.0,37,,974416,455
3760,William Carter,Bryan Gonzales,PLAAT,LORI,S235,TC1-S235JR+N gg,J7498,1.0,4000.0,2000.0,10,4000.0,2009.0,"10,07","2608,14",4,"2608,14",2726321,498,42,98,8026446,602414,740.0,1455.0,2009.0,2009.0,56408,2020-05-19,2020-05-26,7557,VERPAKKEN,3,DE+BE+VP,401520,VERPAKKEN,3,DE+BE+VP,946874,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"38858 Ronald Prairie
Port Jeremy, ID 36724",PACKH,0.0,419,,9,8
3761,Jared Mullins,Samantha Gonzalez,PLAAT,LORI,S235,TC1-S235JR+N gg,J7498,2.0,4000.0,2000.0,10,4000.0,2009.0,"10,07","2608,14",4,"2608,14",2726321,9814,5949,2,5465,37,740.0,1455.0,2009.0,2009.0,174,2020-05-19,2020-05-26,1362,VERPAKKEN,3,DE+BE+VP,817103,VERPAKKEN,3,DE+BE+VP,22,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"5745 Griffin Cliffs Suite 340
North Joseph, IN 15823",PACKH,0.0,7011,,22754983,220268409
3762,Megan Herrera,William Torres,PLAAT,LC08,S355,TC2-S355MC,J7499,9.0,3000.0,1500.0,25,3000.0,1508.0,"25,07","2743,54",3,"2743,54",2750711,44760411,25482,6240,52083,50595,750.0,1960.0,1508.0,1508.0,7,2020-04-16,2020-05-29,8,,,,56,DECOILEN,3,DE,265,0.0,0.0,0.0,,K11-5511085010,2020-05-14,"6470 Powers Skyway
Bennettburgh, NV 81449",PACKB,0.0,514158,,840,61648880
3763,Daniel Hamilton,James Allen,PLAAT,LC17,S355,TC2-S355MC,J7499,10.0,3000.0,1500.0,25,3000.0,1508.0,"25,07","2743,54",3,"2743,54",2750711,4797215,123711,56098628,923208718,526589926,750.0,1960.0,1508.0,1508.0,9620715,2020-04-16,2020-04-16,34053,,,,54,DECOILEN,3,DE,7130192,0.0,0.0,0.0,,K11-5511085010,2020-05-14,"486 Tammy Corners Suite 376
North Jesseview, KS 27231",PACKB,0.0,6667,,444823415,1860
3764,Kathleen Williams,Jessica Holland DVM,PLAAT,LC17,S355,TC2-S355MC,J7499,11.0,3000.0,1500.0,25,3000.0,1508.0,"25,07",1829,2,1829,2750711,709,70,36562,1,41691,750.0,1960.0,1508.0,1508.0,62743,2020-04-16,2020-04-16,27336480,,,,85053,DECOILEN,3,DE,8051460,0.0,0.0,0.0,,K11-5511085010,2020-05-14,"535 Martinez Lock
Stephaniefort, AZ 50250",PACKB,0.0,32,,5841429,121505
3765,Rebecca Lynch,Susan Mendoza,PLAAT,LD09,S235,TC1-S235JR+N gg,J7500,1.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,48,25430,2290122,0,54382,745.0,1475.0,2006.0,2006.0,50,2020-05-19,2020-05-26,98084,VERPAKKEN,3,DE+BE+VP,2202,VERPAKKEN,3,DE+BE+VP,25383,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"255 Steve Vista
Osborneside, UT 19285",PACKH,0.0,78856,,27953,7
3766,Cheryl Collier,Tamara Henderson,PLAAT,LD06,S235,TC1-S235JR+N gg,J7500,2.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,825695055,73,919,95016868,942681,745.0,1475.0,2006.0,2006.0,66636,2020-05-19,2020-05-26,5847625,VERPAKKEN,3,DE+BE+VP,9,VERPAKKEN,3,DE+BE+VP,27952,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"38503 Garcia Lock Suite 818
Lake Jessica, MT 59963",PACKH,0.0,859195,,2,11050
3767,Ashley Maldonado,Susan Frazier,PLAAT,LD06,S235,TC1-S235JR+N gg,J7500,3.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,88,18241388,7186071,49189582,80682796,745.0,1475.0,2006.0,2006.0,7661823,2020-05-19,2020-05-26,12900567,VERPAKKEN,3,DE+BE+VP,63788,VERPAKKEN,3,DE+BE+VP,341123,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"Unit 1179 Box 4549
DPO AP 25932",PACKH,0.0,39745249,,9591278,1
3768,Evan Hutchinson,Tina Campbell,PLAAT,LD06,S235,TC1-S235JR+N gg,J7500,4.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,273881,9,715,60,57238913,745.0,1475.0,2006.0,2006.0,18,2020-05-19,2020-05-26,2511359,VERPAKKEN,3,DE+BE+VP,400485,VERPAKKEN,3,DE+BE+VP,1651,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"241 Evans Heights
Lake Lauren, MO 87295",PACKH,0.0,52,,5722,630682741
3769,Garrett Holland,Christopher Green,PLAAT,LD09,S235,TC1-S235JR+N gg,J7500,5.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,58443,77231101,2131,0,8533264,745.0,1475.0,2006.0,2006.0,439356080,2020-05-19,2020-05-26,910,VERPAKKEN,3,DE+BE+VP,86197,VERPAKKEN,3,DE+BE+VP,41,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"2170 Sonya Row Apt. 689
Washingtonborough, NY 99629",PACKH,0.0,37093542,,851,45113
3770,Maria Anderson,Krista Marquez DDS,PLAAT,LORI,S235,TC1-S235JR+N gg,J7500,6.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,9597,986170,5465843,50,45049,745.0,1475.0,2006.0,2006.0,87,2020-05-19,2020-05-26,153970,VERPAKKEN,3,DE+BE+VP,9171,VERPAKKEN,3,DE+BE+VP,867316,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"876 Yvette Gardens
Jenniferbury, AS 71189",PACKH,0.0,597,,9727,8568009
3771,Karen Yates,Charles Lyons,PLAAT,LORI,S235,TC1-S235JR+N gg,J7500,7.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","2566,08",4,"2566,08",2726331,13610586,77490,80960,9291,694465,745.0,1475.0,2006.0,2006.0,46575,2020-05-19,2020-05-26,51,VERPAKKEN,3,DE+BE+VP,1437344,VERPAKKEN,3,DE+BE+VP,19673,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"50216 John Brook Suite 654
Danielview, GU 50167",PACKH,0.0,9108,,4461,995281321
3772,Rebecca Kirby,Yvonne Yates,PLAAT,LD09,S235,TC1-S235JR+N gg,J7500,8.0,4000.0,2000.0,10,4000.0,2006.0,"10,1","1283,04",2,"1283,04",2726331,520105,430835697,80645764,1,2114,745.0,1475.0,2006.0,2006.0,518328734,2020-05-19,2020-05-26,761911774,VERPAKKEN,3,DE+BE+VP,9466,VERPAKKEN,3,DE+BE+VP,89,1.0,1.0,0.0,,H20-5404604597,2020-05-10,"PSC 9134, Box 2847
APO AA 87906",PACKH,0.0,25,,838,31062448
3773,Eric Wilson,Marco Martinez,COILS,MGZN,OV22,ov DD11,J7502,0.0,0.0,1250.0,4,0.0,1263.0,"4,08",24060,1,,1418043,387775437,759,2185558,8366,62,735.0,1920.0,1263.0,1263.0,12,2020-02-17,2020-02-19,443754177,,,,5,,,,38,0.0,0.0,0.0,,,,"9919 Stacy Island Apt. 290
Spencerland, MS 59160",onbekend,,8856504,,584667,8310472
3774,Jamie Glenn,William Reed,PLAAT,LA19,OV22,s235jr,J7503,4.0,2150.0,1000.0,8,2150.0,1010.0,8,"2592,25",19,,1407091,879574,9,38511464,65231796,5850116,740.0,1855.0,1010.0,1010.0,7032398,2020-02-13,2020-02-18,135575027,,,,828867046,DECOILEN,3,DE,899794,0.0,0.0,0.0,,,,"521 Woods Rapids
Davidmouth, MH 47761",PACKA,0.0,1,,610,0
3775,Katherine Tyler,James Murray,PLAAT,LA19,OV22,s235jr,J7503,5.0,2150.0,1000.0,8,2150.0,1010.0,8,"2592,25",19,,1407091,45261312,99,6,3,35408,740.0,1855.0,1010.0,1010.0,206347954,2020-02-13,2020-02-18,2,,,,283347,DECOILEN,3,DE,9154261,0.0,0.0,0.0,V,,,"96748 Davidson Corners Apt. 707
Michaelshire, NJ 66880",PACKA,0.0,575892823,,42456,790697471
3776,Miranda Weiss,Christopher Lee,PLAAT,LA19,OV22,s235jr,J7503,6.0,2150.0,1000.0,8,2150.0,1010.0,8,"2592,25",19,,1407091,5964,312129,4854647,25491024,4754335,740.0,1855.0,1010.0,1010.0,16933,2020-02-13,2020-02-20,5083,,,,426749,DECOILEN,3,DE,72,0.0,0.0,0.0,,,,"07207 Ronald Squares Suite 097
East Kathryn, OK 51893",PACKA,0.0,84039056,,474697,957
3777,David Wilson,Kathleen Allen,PLAAT,LA19,OV22,s235jr,J7503,7.0,2150.0,1000.0,8,2150.0,1010.0,8,"1910,1",14,,1407091,59796,69777372,65527,0,682964,740.0,1855.0,1010.0,1010.0,72,2020-02-13,2020-02-18,47,,,,40489951,DECOILEN,3,DE,55277,0.0,0.0,0.0,,,,"4996 Davis Fork Apt. 845
Levineland, MA 06466",PACKA,0.0,9098,,74352,5
3778,Vanessa Odonnell,Sarah Calderon,PLAAT,LB08,S235,s235jr,J7505,5.0,2500.0,890.0,5,2500.0,890.0,"5,01","2619,82",30,"2619,82",1407116,883,548,56,739389,950488831,740.0,1840.0,926.0,926.0,8,2020-03-19,2020-03-19,881,,,,69,DECOILEN,3,DE,8,0.0,0.0,1.0,,137483/LM,2020-03-17,"657 Todd Points Apt. 067
South Shellymouth, VI 25913",PACKA,0.0,97665,,4,997584765
3779,Robert Stewart,Frank Haynes,PLAAT,LB08,S235,s235jr,J7505,6.0,2500.0,890.0,5,2500.0,890.0,"5,01","2008,54",23,"2008,54",1407116,1,6,8648271,36864881,5154394,740.0,1840.0,926.0,926.0,5,2020-03-19,2020-03-19,886619,,,,82623,DECOILEN,3,DE,4,0.0,0.0,1.0,,137483/LM,2020-03-17,"5122 Michael Port Apt. 764
Lake Davidfurt, MO 43253",PACKA,0.0,694,,7474,4
3780,Andrew Lambert,William Palmer,COILS,MGZN,DD11,,J7516,0.0,0.0,1500.0,3,0.0,1525.0,"2,92",30520,1,,1311125,6925426,58,718,63398,139600557,730.0,1955.0,1525.0,1525.0,8798,2020-01-22,2020-01-24,51829194,,,,71818,,,,1447042,0.0,0.0,0.0,,,,"238 Cooke Shores
Irwinburgh, AK 16764",onbekend,,235,,573,3
3781,Jimmy Smith,Patricia Strong,COILS,E067,DD11,,J7519,0.0,0.0,1500.0,3,0.0,1520.0,"2,94",30800,1,,1314110,7596934,897281,35116220,25,73477843,755.0,1970.0,1520.0,1520.0,19,2020-01-22,2020-04-02,2112,DECOILEN,1,DE,581,,,,218299463,0.0,0.0,0.0,,,,"1820 Corey Village
Lake Sara, WV 32410",onbekend,,5766796,BA41822/1,2,4
3782,Michele Schmidt,Juan Fletcher,PLAAT,LA12,DD11,Ahnl S235JR,J7520,7.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,528,415,20292994,4232,20805,750.0,1973.0,1516.0,1516.0,79,2020-05-29,2020-05-29,76,,,,46174695,DECOILEN,3,DE,671852837,0.0,0.0,0.0,,BA41643/1,2020-05-25,"9087 Nathan Freeway
Josephshire, ID 97787",PACKA,0.0,39498,,171483543,380383376
3783,Allison Garner,Tony Molina,PLAAT,LA12,DD11,Ahnl S235JR,J7520,8.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,129,78088,27,53,5,750.0,1973.0,1516.0,1516.0,541,2020-05-29,2020-05-29,4995,,,,916380972,DECOILEN,3,DE,66240,0.0,0.0,0.0,,BA41643/1,2020-05-25,"886 Misty Motorway Suite 855
Dylanfurt, DC 51790",PACKA,0.0,970,,4,5
3784,Ana Howe,Sierra Taylor,PLAAT,LA12,DD11,Ahnl S235JR,J7520,9.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,1842870,62746142,26578,36058752,85768,750.0,1973.0,1516.0,1516.0,816690475,2020-05-29,2020-05-29,81246,,,,40075817,DECOILEN,3,DE,599252,0.0,0.0,0.0,,BA41643/1,2020-05-25,"05779 Castro Mission
Kellystad, NE 34013",PACKA,0.0,78,,4390,70866459
3785,Brianna Thomas,Philip Arnold,PLAAT,LA12,DD11,Ahnl S235JR,J7520,10.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,88,7209731,6,83016114,23055595,750.0,1973.0,1516.0,1516.0,30,2020-05-29,2020-05-29,924286798,,,,5,DECOILEN,3,DE,66730,0.0,0.0,0.0,,BA41643/1,2020-05-25,"Unit 5221 Box 6942
DPO AA 92838",PACKA,0.0,77064684,,56044341,858
3786,Craig Gordon,Allison Norman,PLAAT,LA12,DD11,Ahnl S235JR,J7520,11.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,24,5205,330,3210105,394,750.0,1973.0,1516.0,1516.0,45221,2020-05-29,2020-05-29,96,,,,62307,DECOILEN,3,DE,97678925,0.0,0.0,0.0,,BA41643/1,2020-05-25,"8406 Hatfield Shores Apt. 577
South Christine, NY 48860",PACKA,0.0,849,,946489915,36864
3787,Dr. Rebecca Wong,Keith Leach,PLAAT,LA12,DD11,Ahnl S235JR,J7520,12.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,4,58,719229494,691046291,32671,750.0,1973.0,1516.0,1516.0,362,2020-05-29,2020-05-29,26461,,,,1359416,DECOILEN,3,DE,2,0.0,0.0,0.0,,BA41643/1,2020-05-25,"6787 Christopher Shoal Apt. 520
Hansenview, ME 27681",PACKA,0.0,14490,,4,4
3788,Thomas Ryan,Adriana Kim,PLAAT,LA12,DD11,Ahnl S235JR,J7520,13.0,4000.0,1500.0,3,4000.0,1516.0,"3,1","2353,77",16,"2353,77",1314106,986,51223,26557305,7,896,750.0,1973.0,1516.0,1516.0,651,2020-05-29,2020-05-29,80302942,,,,445,DECOILEN,3,DE,28633728,0.0,0.0,0.0,,BA41643/1,2020-05-25,"56427 Shannon Motorway Suite 577
East David, VI 65245",PACKA,0.0,9138,,72231217,3568
3789,Karen Sweeney,Michael Kaufman,COILS,MGZN,DD11,,J7521,0.0,0.0,1500.0,3,0.0,1516.0,"2,94",30880,1,,1314108,36448947,2,23505009,61521476,8167,735.0,1975.0,1516.0,1516.0,99479441,2020-01-22,2020-01-24,970404374,,,,80657,,,,15076671,0.0,0.0,0.0,,,,"081 Ibarra Gardens
Port Thomas, PW 63751",onbekend,,6,,35718702,6306
3790,Patricia Salazar,Frank Johnson,PLAAT,LC23,DD11,-,J7523,1.0,3000.0,1500.0,4,3000.0,1530.0,"4,03","2787,16",20,"2787,16",1311124,541,283,54788,2060,318339,750.0,1960.0,1530.0,1530.0,612,2020-02-11,2020-02-11,6,,,,66369,DECOILEN,3,DE,32892951,0.0,0.0,0.0,V,FR29621,2020-06-05,"5839 Amy Club
Joneshaven, CT 11930",PACKA,0.0,1873,,72976,981015964
3791,Ryan Davila,Jaime Wood,PLAAT,LC23,DD11,-,J7523,2.0,3000.0,1500.0,4,3000.0,1530.0,"4,03","2787,16",20,"2787,16",1311124,927411107,30,5544,160,8,750.0,1960.0,1530.0,1530.0,8302084,2020-02-11,2020-02-11,97089088,,,,53240760,DECOILEN,3,DE,62658,0.0,0.0,0.0,,FR29621,2020-06-05,"PSC 2053, Box 0895
APO AA 60035",PACKA,0.0,23,,51700,5
3792,Christopher Rodriguez,Raymond Hayden,PLAAT,LC23,DD11,-,J7523,3.0,3000.0,1500.0,4,3000.0,1530.0,"4,03","2787,16",20,"2787,16",1311124,16843645,20369,8,90,4367592,750.0,1960.0,1530.0,1530.0,8178,2020-02-11,2020-02-11,1,,,,23723,DECOILEN,3,DE,817317,0.0,0.0,0.0,,FR29621,2020-06-05,"361 Mccormick Points
Hollytown, SC 79947",PACKA,0.0,3,,87862,6
3793,Gina Newton DDS,Craig Daniels,PLAAT,LC23,DD11,-,J7523,4.0,3000.0,1500.0,4,3000.0,1530.0,"4,03","2787,16",20,"2787,16",1311124,123,5,820650,515,17663088,750.0,1960.0,1530.0,1530.0,59554512,2020-02-11,2020-02-11,44619,,,,63,DECOILEN,3,DE,974,0.0,0.0,0.0,,FR29621,2020-06-05,"87965 Kristi Brooks
New Justinhaven, WY 11269",PACKA,0.0,51658,,39,858
3794,Kelly Carter,Daniel Adams,COILS,F080,DD11,,J7530,0.0,0.0,1250.0,"2,5",0.0,1264.0,"2,5",10380,1,0,735137,333496,37381926,745699666,10016959,8354020,600.0,1310.0,1264.0,1264.0,63,2020-01-22,2020-04-01,99521531,,,,842134243,,,,679,1.0,1.0,0.0,,,,"021 Debra Isle Apt. 738
Mooreville, MH 87501",onbekend,,9,,975190,46599
3795,David Snyder,Phyllis Lopez,COILS,MGZN,OV22,ov DD11,J7544,0.0,0.0,1036.0,4,0.0,1052.0,"4,05",16020,1,,1437056,27978949,803,2,5833666,98665,730.0,1756.0,1052.0,1052.0,5,2020-02-19,2020-02-21,3491,,,,70817893,,,,16,0.0,0.0,0.0,,,,"4868 Sara Wells
Lake Lauraborough, AR 75830",onbekend,,2952,,927101,35071
3796,Kim Aguirre,Michael Anderson,COILS,MGZN,OV22,ov DD11,J7546,0.0,0.0,1002.0,4,0.0,1012.0,"4,06",19500,1,,1418003,28877,5,77421892,2179,7,740.0,1945.0,1012.0,1012.0,1276,2020-02-17,2020-02-19,185,,,,7,,,,7,0.0,0.0,0.0,,,,"96501 Reyes Circle Suite 448
Kingfort, GU 85172",onbekend,,9925,,18060,8625806
3797,Sydney Joseph,Dale Matthews,COILS,F118,OV22,ov DD11,J7547,0.0,0.0,1250.0,"4,9",0.0,1250.0,"4,9",13320,1,,737912,972,28,9653,9,307229774,600.0,1450.0,1250.0,1250.0,429947,2020-02-17,2020-04-01,67406257,,,,1971611,,,,22,1.0,1.0,0.0,,,,"2180 Ward Squares
Butlerfurt, OR 08369",onbekend,,623,,7450,683
3798,Allen Rogers,Joy Larson,COILS,F115,OV22,ov DD11,J7548,0.0,0.0,1250.0,"3,95",0.0,1250.0,"3,95",21920,1,,741159,132537970,12507138,681,996324,75041,600.0,1790.0,1250.0,1250.0,621754,2020-02-19,2020-04-01,84972,,,,53935025,,,,8387475,1.0,1.0,0.0,,,,"55435 Wilson Loop Suite 848
West Travis, MH 42408",onbekend,,141042990,,396,50120720
3799,Matthew Brooks,Michael Phillips,PLAAT,LA15,DD11,S235,J7574,1.0,2200.0,860.0,"4,6",2199.0,860.0,"4,62","2410,54",36,"2410,54",1407117,741724,80024085,7117,67652,32939787,735.0,2030.0,895.0,895.0,84,2020-04-08,2020-05-15,830,,,,4389136,DECOILEN,3,DE,5,0.0,0.0,1.0,,BA41195/1,2020-04-15,"01155 Connie Islands Apt. 334
Andersonbury, OH 68339",PACKA,0.0,935188966,,4,65278
3800,James Dixon,Michele Torres,PLAAT,LA15,DD11,S235,J7574,2.0,2200.0,860.0,"4,6",2199.0,860.0,"4,62","2410,54",36,"2410,54",1407117,27293955,13125045,805724,3,709000218,735.0,2030.0,895.0,895.0,84,2020-04-08,2020-05-15,507752,,,,40517621,DECOILEN,3,DE,4,0.0,0.0,1.0,,BA41195/1,2020-04-15,"PSC 9673, Box 2724
APO AA 22800",PACKA,0.0,169993949,,59699,7350164
3801,Thomas Sutton,Paul Bell,PLAAT,LA15,DD11,S235,J7574,3.0,2200.0,860.0,"4,6",2199.0,860.0,"4,62","2410,54",36,"2410,54",1407117,250662457,767,488,23,483175923,735.0,2030.0,895.0,895.0,323817,2020-04-08,2020-05-15,804629,,,,1408,DECOILEN,3,DE,70575024,0.0,0.0,1.0,,BA41195/1,2020-04-15,"647 Patton Extension
Chandlerstad, WI 30200",PACKA,0.0,5028109,,8349,575602726
3802,Beverly Patel,Benjamin Clark,PLAAT,LA23,DD11,Ahnl. S235JR/DD11,J7575,9.0,2590.0,1320.0,"2,5",2590.0,1337.0,"2,54","2452,18",36,"2452,18",1409008,7,63,50806,83915,62754283,740.0,1870.0,1337.0,1337.0,9635,2020-03-02,2020-05-08,42661416,,,,346033167,DECOILEN,3,DE,84,0.0,0.0,0.0,V,BA40635/1,2020-02-28,"9641 Karen Underpass
Bridgesborough, SD 18980",PACKA,0.0,739,,879,638591
3803,Christopher Wilson,Leslie Sanchez,PLAAT,LA23,DD11,Ahnl. S235JR/DD11,J7575,10.0,2590.0,1320.0,"2,5",2590.0,1337.0,"2,54","2452,18",36,"2452,18",1409008,83,71121,11140387,306,75473,740.0,1870.0,1337.0,1337.0,4608616,2020-03-02,2020-05-08,9319,,,,197084419,DECOILEN,3,DE,4453,0.0,0.0,0.0,V,BA40635/1,2020-02-28,"458 Warner Knoll Suite 131
Lake Danielburgh, SD 41618",PACKA,0.0,41610,,68658739,204258249
3804,Mr. Eric Adams,Sarah Conway,PLAAT,LA23,DD11,Ahnl. S235JR/DD11,J7575,11.0,2590.0,1320.0,"2,5",2590.0,1337.0,"2,54","1157,96",17,"1157,96",1409008,8980,5554,902719,1536715,2,740.0,1870.0,1337.0,1337.0,327991,2020-03-02,2020-05-08,12643719,,,,16415391,DECOILEN,3,DE,638700563,0.0,0.0,0.0,V,BA40635/1,2020-02-28,"83182 Tracy River
West Andrea, MA 76926",PACKA,0.0,38481733,,2,9759
3805,Denise Gomez,Lisa Hoffman,PLAAT,NL14,DD11,DD11 GG,J7577,1.0,2500.0,1250.0,3,2500.0,1260.0,3,"2981,49",40,"2981,49",741739,2,877505,38365,3203045,699,600.0,1795.0,1260.0,1260.0,984,2020-04-30,2020-04-30,20188,VERPAKKEN,3,DE+VP,88666,VERPAKKEN,3,DE+VP,64781240,1.0,1.0,0.0,,BA41377/1,2020-04-24,"9104 Gutierrez Parkways
Michelleland, FL 81367",PACKH,0.0,7052,,1374425,40
3806,Allison Irwin,Jacob Rodriguez,PLAAT,NL14,DD11,DD11 GG,J7577,7.0,2500.0,1250.0,3,2500.0,1260.0,3,"2981,49",40,"2981,49",741739,504435551,561352187,78534262,110,21264,600.0,1795.0,1260.0,1260.0,34508,2020-04-30,2020-04-30,361830084,VERPAKKEN,3,DE+VP,9,VERPAKKEN,3,DE+VP,668341,1.0,1.0,0.0,,BA41377/1,2020-04-24,"Unit 0797 Box 0160
DPO AE 72671",PACKH,0.0,4408756,,42801627,12532
3807,Barbara Jones,Anthony Wilson,PLAAT,NL14,DD11,DD11 GG,J7577,8.0,2500.0,1250.0,3,2500.0,1260.0,3,"968,97",13,"968,97",741739,970,7651,6655539,782046593,6903167,600.0,1795.0,1260.0,1260.0,8,2020-04-30,2020-04-30,2,VERPAKKEN,3,DE+VP,8,VERPAKKEN,3,DE+VP,26344,1.0,1.0,0.0,,BA41377/1,2020-04-24,"Unit 6698 Box 7999
DPO AP 50738",PACKH,0.0,9,,834730,97
3808,Dana Burch,Martin Kelly,COILS,F099,DD11,DD11,J7620,0.0,0.0,1250.0,2,0.0,1263.0,"1,94",8300,1,0,73534056,71756235,5,39416,26284,124619,600.0,1200.0,1263.0,1263.0,20,2020-01-30,2020-04-28,48225,,,,8,,,,6,1.0,1.0,0.0,,,,"301 Porter Keys Apt. 281
East Davidtown, ND 60466",onbekend,,8009,,56,685523189
3809,Patrick Stanley,Toni Campos,PLAAT,NL08,DD11,Typ DD11 gg,J7623,6.0,2000.0,1000.0,3,2000.0,1000.0,"2,95","2473,59",53,"2473,59",740947,219753,86606224,3,4662,55,600.0,1708.0,1000.0,1000.0,616,2020-03-09,2020-05-06,6052875,VERPAKKEN,3,DE+VP,1036983,VERPAKKEN,3,DE+VP,8224759,1.0,1.0,0.0,,BA40585/1,2020-02-27,"300 Wong Drive Apt. 143
Port Jeffreyton, HI 30464",PACKH,0.0,76211228,,5319,18699046
3810,Jack Saunders,David Gomez,COILS,D074,OV22,ov DD11,J7624,0.0,0.0,1515.0,"3,45",0.0,1522.0,"3,47",22120,1,,1402009,1,7838,6818207,2590048,875,740.0,1730.0,1522.0,1522.0,240,2020-02-05,2020-02-06,64406,,,,92367736,,,,6,0.0,0.0,0.0,,,,"135 Blair Groves
New Jenniferchester, NH 85902",onbekend,,6693,,35293,18
